App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Swiggy,2023-07-11 16:47:29,Fully cheated by swiggy app wastage of money,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-07-11 16:52:22,,2023-07
Swiggy,2023-07-17 05:31:49,All things are good,5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2023-07-17 05:32:20,,2023-07
Swiggy,2023-07-15 13:18:12,Delivery time is too late,1,0,"Hey there, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-07-15 13:22:21,,2023-07
Swiggy,2023-07-04 10:09:19,My number one preference for food app,5,0,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2023-07-04 10:12:22,,2023-07
Swiggy,2023-07-04 14:22:32,Good App overall,5,0,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",2023-07-04 14:32:21,,2023-07
Swiggy,2023-07-24 08:26:45,Not recommended at all,1,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2023-07-24 08:32:20,,2023-07
Swiggy,2023-06-28 16:30:03,Zomato delivery is quicker,1,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-06-28 16:31:55,3.14.1,2023-06
Swiggy,2023-06-30 06:39:24,Great food app,5,0,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2023-06-30 06:42:02,,2023-06
Swiggy,2023-07-03 15:22:19,It is a very good app,5,0,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2023-07-03 15:32:21,,2023-07
Swiggy,2023-07-05 16:43:52,Excellent taste 😋 yummy,5,0,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2023-07-05 16:52:20,,2023-07
Swiggy,2023-07-12 16:12:54,Their delivery partners provide stale food especially sahib Singh in Delhi and you will be forced to throw the food,1,0,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2023-07-12 16:22:21,4.12.4,2023-07
Swiggy,2023-07-13 07:51:29,Best food delivery,5,0,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",2023-07-13 07:52:21,,2023-07
Swiggy,2022-05-11 13:50:55,After buying prime membership no offers waste of money don't download this app,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-05-11 13:51:57,4.8.0,2022-05
Swiggy,2022-06-18 14:51:32,Worst app coud n't come iam selected loacatoion and extra fees and tip 80 rs burger and fees is 84............worst apppp,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-06-18 14:51:55,4.10.2,2022-06
Swiggy,2023-02-07 12:14:13,price is too high,1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2023-02-07 12:22:00,4.17.0,2023-02
Swiggy,2023-06-02 10:32:22,Worst app .. never order on tjis site,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-06-02 10:42:09,,2023-06
Swiggy,2022-04-16 14:50:32,delivery charge and tax r more,1,0,,,4.6.1,2022-04
Swiggy,2022-09-16 14:17:30,Executives supply only half of the order and support says we can't help it.they r just not able to get in touch with their own executive.nobody should order prepaid orders through them.,1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-09-16 14:21:54,4.16.5,2022-09
Swiggy,2022-07-03 16:13:32,Very good App for delivery 👍,4,0,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide a service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",2022-07-03 16:22:00,4.11.1,2022-07
Swiggy,2023-06-19 08:18:38,"Order ചെയ്ത items എല്ലാം കിട്ടിയില്ല, bad behaving is delevery boys",3,0,"Hello there, we're sorry for the unpleasant experience. Please share your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-06-19 08:25:12,,2023-06
Swiggy,2022-06-05 12:50:44,very Excellent food service,5,0,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",2022-06-05 12:51:58,4.10.2,2022-06
Swiggy,2023-02-09 10:48:40,I recommend everyone please 🙏 don't order from this site there are promising fake promise they will not refund they will make you waiting For 7 hrs or afterthat they will cancel not order anything,1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-02-09 10:51:59,,2023-02
Swiggy,2023-03-21 09:15:03,I order veg but he sent non veg,1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-03-21 09:21:59,4.28.2,2023-03
Swiggy,2022-09-16 14:06:31,swiggy offers good service,5,0,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2022-09-16 14:11:53,4.16.3,2022-09
Swiggy,2022-01-26 11:56:53,"Worst food ordering experience, I am shifting to Zomato",1,0,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2022-01-27 18:32:11,,2022-01
Swiggy,2022-11-15 23:55:42,It was not great experience to use swiggy,1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-11-16 00:01:55,,2022-11
Swiggy,2022-11-07 11:32:51,Very poor cutomer service 100% delayed delivery zero resolution of customer problems,1,0,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-11-07 11:41:56,4.20.1,2022-11
Swiggy,2022-04-14 16:00:00,Pathetic service. if you hungry please don't relay on this app.,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-04-14 16:02:02,4.5.0,2022-04
Swiggy,2022-04-06 09:28:02,Getting worse day by day The app got even worse than before.,1,0,"We're unable to process your request currently as we're experiencing technical constraints. Not to worry, our best minds are on it, and we'll be up and running soon.

^Meg
",2022-04-06 10:13:24,4.5.0,2022-04
Swiggy,2022-02-16 07:36:27,Worst customer service and no timely delivery,1,0,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2022-02-16 07:42:07,3.55.0,2022-02
Swiggy,2022-12-29 08:31:41,Mind blowing super fast delivery,5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2022-12-29 08:32:01,4.23.2,2022-12
Swiggy,2022-03-17 17:16:56,Good food delivery 👌app,5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2022-03-17 17:21:58,4.4.1,2022-03
Swiggy,2023-03-06 13:16:03,Very Bad service... It's a scam.,1,0,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2023-03-06 13:24:17,,2023-03
Swiggy,2023-03-14 12:22:36,wow best app download,5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2023-03-14 12:31:59,4.28.2,2023-03
Swiggy,2022-07-14 10:01:28,Good delivery partners and efficient service.,5,0,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",2022-07-14 10:02:26,,2022-07
Swiggy,2022-02-10 07:39:09,One of the baddest app in the world The just wasting your time,1,0,"Hello there, thank you for your feedback. This shouldn't be happening. Please write to us at swiggysocial@swiggy.in from your registered email ID with relevant screenshots so that we may look into it right away.",2022-02-10 07:41:57,,2022-02
Swiggy,2022-09-01 07:35:58,Giving 2 star for the horrible customer care!!!!!! You need hire better staff,2,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-09-01 07:41:58,4.15.0,2022-09
Swiggy,2023-05-28 09:54:18,"Worst app ever, service very poor",1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2023-05-28 10:01:55,,2023-05
Swiggy,2022-08-01 15:53:14,Amazing but just bring more offer specially on dominoz,5,0,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2022-08-01 16:01:57,,2022-08
Swiggy,2023-03-09 01:25:52,Sickular app Third class thought process,1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2023-03-09 01:32:01,4.27.1,2023-03
Swiggy,2023-01-15 14:24:35,Worst experience for order every time 🤦🤦🤦🤦🤦,1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2023-01-15 14:31:59,4.18.2,2023-01
